UPC,ASIN,Name,List Price,Model,MPN,Brand,Color,Sales Rank,Category,Pick & Pack,Weight Handling,Order Handling,30d Storage,VCF,FBA Fees,Referral,Width,Height,Length,Weight,Buy Box,FBA BB,New Offers,FBA Offers,AMZ on Listing
*642863041129,B00SR0V92S,Greenies Dental Treat For Dogs Large,95.97,,GRE04112,Nutro,,2831149,Sports,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,4.8,N/A,N,1,0,N
*642863041129,B00U9O4JL8,27OZ LG Dog Treat Pak (Pack of 2),44.16,,GRE04112,GREENIES/NUTRO,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,1.6,60.14,N,3,0,N
*642863041129,B00ZY7ZD60,Greenies Dog Dental Treats Large 17/pk Case of 12,,,,Greenies,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,N/A,N,0,0,N
*642863041129,B014DBFTFW,"GREENIES Dental Chews Treats for Dogs, Large, 17 Count",34.49,10071441,,Greenies,,12361,Pantry,1.06,2.34,1.00,0.07,0,4.47,0.15,6.9,4.4,7.8,1.9,17.39,Y,1,0,N
*642863041129,B017Z44MKC,Greenies Dental Treat For Dogs Large,,,GRE04112,Greenies,,148285,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,27.2,N/A,N,0,0,N
*642863041129,B01A5TGZ7W,Greenies Dental Treat For Dogs Large,,,GRE04112,Greenies,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,14.4,261.88,N,1,0,N
*642863041129,B01A5TK8K2,Greenies Dental Treat For Dogs Large,,,GRE04112,Greenies,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,6.4,121.41,N,2,0,N
*642863041129,B01A5TFUSC,Greenies Dental Treat For Dogs Large,,,GRE04112,Greenies,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,9.6,181.02,N,1,0,N
*642863041129,B001797XPI,GREENIES Dental Chews Large Treats for Dogs - Treat TUB-PAK Package 27 oz. 17 Count,25.99,10071441,10071441,Greenies,,2112,Pet Products,1.06,2.34,1.00,0.06,0,4.46,0.15,6.6,3.6,7.6,2.1,17.39,Y,40,6,Y
*642863041129,B00QYCRH7C,Greenies Dental Treat For Dogs Large,319.9,,GRE04112,Nutro,,2932103,Sports,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,16,304.66,N,1,0,N
*642863041174,B00QYCRE6Q,Greenies Dental Treat For Dogs Regular Size,50.97,,GRE04117,Greenies,Green,2287023,Sports,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,2.1,72.39,N,1,0,N
*642863041174,B01A5TH7RO,Greenies Dental Treat For Dogs Regular Size,,,GRE04117,Greenies,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,1.4,50.16,N,1,0,N
*642863041174,B01A5TK47E,Greenies Dental Treat For Dogs Regular Size,,,GRE04117,Greenies,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,2.8,93.68,N,1,0,N
*642863041174,B00GXK6XYS,Greenies Dental Treat For Dogs Regular Size,405.04,,GRE04117,Ford,,841272,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,16.8,342.62,N,2,0,N
*642863041174,B01A5TGUR2,Greenies Dental Treat For Dogs Regular Size,,,GRE04117,Greenies,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,6.3,154.9,N,1,0,N
*014891420632,B000KEVF1O,GREENIES Dental Chews Regular Treats for Dogs - Value Pack 12 oz. 12 Count,14.99,018GRN02-R12,018GRN02-R12,Greenies,,4644,Pet Products,1.06,0.96,1.00,0.02,0,3.04,0.15,6.1,1.2,7.1,0.1,9.29,Y,46,2,Y
*642863041174,B00QTRF030,Greenies Dental Treat For Dogs Regular Size,84.95,,GRE04117,Greenies,,,Sports,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,3.5,84.44,N,2,0,N
*642863041174,B01A5TICQE,Greenies Dental Treat For Dogs Regular Size,,,GRE04117,Greenies,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,8.4,206.86,N,1,0,N
*642863041174,B00Y5FS9PO,Greenies Dental Treat For Dogs Regular Size,169.9,,GRE04117,Greenies,,,Sports,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,7,171.09,N,1,0,N
*642863041174,B01A5TFQJ0,Greenies Dental Treat For Dogs Regular Size,,,GRE04117,Greenies,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,4.2,118.86,N,1,0,N
*642863041198,B00NR2FS5A,Greenies Dog Dental Chew Treats Regular 27oz 27ct,,,21208,Greenies,,95049,Pet Products,1.06,2.34,1.00,0.06,0,4.46,0.15,6.7,3.9,7.6,1.85,35.99,N,2,0,N
*642863041198,B00ZY7ZGBM,Greenies Dental Treat For Dogs Regular Size,,,GRE04119,Greenies,,619250,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,19.2,361.1,N,1,0,N
*642863041198,B01A5TK93S,"GREENIES Treat Tub-Pak-Regular Dog 27 Oz, Pack of 4",,,642863041198,Greenies,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,126.03,N,1,0,N
*642863041198,B01A5TGZVI,"GREENIES Treat Tub-Pak-Regular Dog 27 Oz, Pack of 9",,,642863041198,Greenies,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,N/A,N,0,0,N
*642863041198,B000KEVF32,GREENIES Dental Chews Regular Treats for Dogs - Treat TUB-PAK Package 27 oz. 27 Count,32.99,018GRN04-R30,018GRN04-R30,Greenies,,217,Pet Products,1.06,2.34,1.00,0.06,0,4.46,0.15,6.7,3.9,7.5,2.25,17.39,Y,32,3,Y
*642863041198,B01A5TFVJK,"GREENIES Treat Tub-Pak-Regular Dog 27 Oz, Pack of 6",,,642863041198,Greenies,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,181.02,N,1,0,N
*642863041198,B014DBA2AE,"GREENIES Dental Chews Regular Treats for Dogs, 27 Count",34.49,10123686,,Greenies,,3726,Pantry,1.06,2.34,1.00,0.08,0,4.48,0.15,6.9,4.5,7.8,1.95,17.39,Y,1,0,N
*642863041198,B01A5THCTW,"GREENIES Treat Tub-Pak-Regular Dog 27 Oz, Pack of 2",,,642863041198,Greenies,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,74.31,N,1,0,N
*642863041198,B00QYCKAUS,Greenies Dental Treat For Dogs Regular Size,95.97,,GRE04119,Greenies,,1166657,Sports,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,4.8,92.81,N,1,0,N
*642863041198,B00QYCRK38,Greenies Dental Treat For Dogs Regular Size,319.9,,GRE04119,Greenies,,2609500,Sports,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,16,304.66,N,1,0,N
*642863041242,B00Y5FT688,Greenies Treats for Dogs Treat-Pak-Petite 12 oz (Pack of 3),50.97,,GRE04124,Greenies,,487524,Sports,1.06,0.96,1.00,0.04,0,3.06,0.15,6,3,7,0.65,53.04,N,2,0,N
*642863041242,B01A5TFR5S,Greenies Dental Treat For Dogs Small,,,GRE04124,Greenies,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,4.2,89.8,N,2,0,N
*642863041242,B00Y5FSO4A,Greenies Dental Treat For Dogs Small,169.9,,GRE04124,Greenies,,,Sports,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,7,171.09,N,1,0,N
*642863041242,B01A5TGVDU,Greenies Dental Treat For Dogs Small,,,GRE04124,Greenies,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,6.3,125.22,N,2,0,N
*642863041242,B00NRX0QFQ,Greenies Dental Treat For Dogs Small,,,GRE04124,Greenies,,,Pet Products,1.06,1.95,1.00,0.04,0,4.05,0.15,6.3,2.6,7,0.9,N/A,N,0,0,N
*642863041242,B000KERGK8,GREENIES Dental Chews Petite Treats for Dogs - TREAT-PAK Package 12 oz. 20 Count,14.99,018GRN02-P12,018GRN02-P12,Greenies,,3547,Pet Products,1.06,1.95,1.00,0.03,0,4.04,0.15,5.9,2.3,6.7,0.85,9.29,Y,47,3,Y
*642863041242,B000KUQPE0,Petite Greenies Dog Dental Chew Treats 12oz 20ct,,,122528,Greenies,,367772,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,1,N/A,N,0,0,N
*642863041242,B0044UZ3UE,Greenies Dental Treat For Dogs Small,41.97,,7010.CL4.12,Hpi Homz Closet,,,Home,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,8.4,26.46,N,2,0,N
*642863041242,B01A5TK4YC,Greenies Dental Treat For Dogs Small,,,GRE04124,Greenies,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,2.8,65.66,N,2,0,N
*642863041242,B01A5TH8VY,Greenies Dental Treat For Dogs Small,,,GRE04124,Greenies,,486384,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,1.4,39.71,N,2,0,N
*642863041242,B016LO7JXE,"GREENIES Dental Chews Petite Treats for Dogs TREAT-PAK Package, 12 Ounce, 20 Count",14.99,10055805,,Greenies,,9519,Pantry,1.06,1.95,1.00,0.04,0,4.05,0.15,6.3,3.3,6.9,0.8,9.29,Y,1,0,N
*642863041242,B00Y5FSEBS,Greenies Dental Treat For Dogs Small,84.95,,GRE04124,Greenies,,,Sports,1.06,2.73,1.00,0.05,0,4.84,0.15,6.5,3,9,3.5,75.34,N,1,0,N
*642863041259,B01A5TIFZW,"GREENIES Mega Treat-Pak-Petite Dog 18 Oz, Pack of 12",,,642863041259,Greenies,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,237.67,N,1,0,N
*642863041259,B01A5THB7U,"GREENIES Mega Treat-Pak-Petite Dog 18 Oz, Pack of 2",,,642863041259,Greenies,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,58.97,N,1,0,N
*642863041259,B01A5TGY50,"GREENIES Mega Treat-Pak-Petite Dog 18 Oz, Pack of 9",,,642863041259,Greenies,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,185.17,N,1,0,N
*642863041259,B01A5TFTRY,"GREENIES Mega Treat-Pak-Petite Dog 18 Oz, Pack of 6",,,642863041259,Greenies,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,127.97,N,1,0,N
*885207760441,B000KEVF3M,GREENIES Dental Chews Petite Treats for Dogs - Mega TREAT-PAK Package 18 oz. 30 Count,20.99,018GRN03-P18,10055818,Greenies,,6333,Pet Products,1.06,1.95,1.00,0.05,0,4.06,0.15,6.1,3.3,8,1.15,17.19,Y,21,5,Y
*642863041259,B01BLHMPW6,Petite Greenies Dog Dental Chew Treats 18oz 30ct,,,21205,Greenies,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,1.25,N/A,N,0,0,N
*642863041259,B01A5TK7E4,"GREENIES Mega Treat-Pak-Petite Dog 18 Oz, Pack of 4",,,642863041259,Greenies,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,92.16,N,1,0,N
*642863041259,B01A5TISBI,"GREENIES Mega Treat-Pak-Petite Dog 18 Oz, Pack of 3",,,642863041259,Greenies,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,74.95,N,1,0,N
*642863041310,B00U5TSF9O,Greenie 12OZ Treat Pak,17.99,,04131,Ford,,578444,Pet Products,1.06,1.95,1.00,0.11,0,4.12,0.15,8,4,11,1,18.99,N,7,0,N
*642863041310,B01BJ0MSFY,Greenies Dog Dental Chew Treats Teenie 12oz 43ct,,,122525,Greenies,,97744,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,1,N/A,N,0,0,N
*642863041310,B016LO7HN6,"GREENIES Dental Chews TEENIE Treats for Dogs TREAT-PAK Package, 12 Ounce, 43 Count",14.99,10055806,018GRN02-T12,Greenies,,3470,Pantry,1.06,1.95,1.00,0.04,0,4.05,0.15,6,2.8,6.9,0.8,9.29,Y,1,0,N
*642863041310,B009SD8926,Greenies - Teenies - 43 Count - 028733,,,028733,Greenies,,,Home,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,N/A,N,0,0,N
*642863041310,B01A5TFRPS,"GREENIES Treat-Pak-Teenie Dog 12 Oz, Pack of 6",,,642863041310,Greenies,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,95.96,N,1,0,N
*642863041310,B000KAHPZ8,GREENIES Dental Chews TEENIE Treats for Dogs - TREAT-PAK Package 12 oz. 43 Count,14.99,018GRN02-T12,018GRN02-T12,Greenies,GREEN,1192,Pet Products,1.06,1.95,1.00,0.05,0,4.06,0.15,6.5,2.68,9.25,0.94,9.29,Y,49,2,Y
*642863041310,B01A5TK5NC,"GREENIES Treat-Pak-Teenie Dog 12 Oz, Pack of 4",,,642863041310,Greenies,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,70.75,N,1,0,N
*642863041310,B01A5TIDTU,"GREENIES Treat-Pak-Teenie Dog 12 Oz, Pack of 12",,,642863041310,Greenies,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,168.28,N,1,0,N
*642863041310,B00WFQRPAK,GREENIES ORIGINAL DENTAL CHEWS A 86 count TREAT PACK TEENIE (Double),,,,Greenies,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,N/A,N,0,0,N
*642863041310,B01A5TGW1Q,"GREENIES Treat-Pak-Teenie Dog 12 Oz, Pack of 9",,,642863041310,Greenies,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,133.44,N,1,0,N
*642863041310,B00CQ7RXVO,Greenie 12OZ Treat Pak,,,04131,Greenies,,,Furniture,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,42.51,N,2,0,N
*642863041310,B01A5TIQ9M,"GREENIES Treat-Pak-Teenie Dog 12 Oz, Pack of 3",,,642863041310,Greenies,,569399,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,59.14,N,1,0,N
*642863041327,B01A5TGYKU,Teenie Greenie Mega Pk,,,10055819,Greenies,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,11.7,185.17,N,1,0,N
*642863041327,B01A5TK7XK,Teenie Greenie Mega Pk,,,10055819,Greenies,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,5.2,92.16,N,1,0,N
*642863041327,B01A5TIGQK,Teenie Greenie Mega Pk,,,10055819,Greenies,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,15.6,237.67,N,1,0,N
*642863041327,B000KAKZ2I,GREENIES Dental Chews TEENIE Treats for Dogs - Mega TREAT-PAK Package 18 oz.,20.99,018GRN03-T18,018GRN03-T18,Greenies,,1312,Pet Products,1.06,1.95,1.00,0.01,0,4.02,0.15,6,0.6,8.7,1.3,12.63,Y,24,3,Y
*642863041327,B01BDNA4HQ,Greenies Dog Dental Chew Treats Teenie 18oz 65ct,,,21206,Greenies,,89300,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,1,N/A,N,0,0,N
*642863041327,B01A5TFUA0,Teenie Greenie Mega Pk,,,10055819,Greenies,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,7.8,127.97,N,1,0,N
*642863041334,B01A5TFWS0,"GREENIES Treat Tub-Pak-Teenie Dog 27 Oz, Pack of 6",,,642863041334,Greenies,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,181.02,N,1,0,N
*642863041334,B014DBBHC6,"GREENIES Dental Chews Teenie Treats for Dogs, 96 Count",34.99,10071444,,Greenies,,6215,Pantry,1.06,2.34,1.00,0.07,0,4.47,0.15,6.8,4.3,7.7,1.95,17.39,Y,1,0,N
*642863041334,B00U9O4LUC,Greenies-Nutro GN04133 27 oz Greenies Tub Pak Teenie,44.15,,GN04133,GREENIES/NUTRO,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,N/A,N,0,0,N
*642863041334,B01A5TH1KM,"GREENIES Treat Tub-Pak-Teenie Dog 27 Oz, Pack of 9",,,642863041334,Greenies,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,261.88,N,1,0,N
*042863041332,B001G96UK8,GREENIES Dental Chews TEENIE Treats for Dogs - Treat TUB-PAK Package 27 oz. 96 Count,34.99,10071444,10071444,Greenies,default,503,Pet Products,1.06,2.34,1.00,0.06,0,4.46,0.15,6.7,3.8,7.5,1.95,17.39,Y,26,2,Y
*642863041334,B01A5TIV3I,"GREENIES Treat Tub-Pak-Teenie Dog 27 Oz, Pack of 3",,,642863041334,Greenies,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,74.31,N,1,0,N
*642863041334,B00BLQCZO6,Greenies Dog Dental Treats Teenie 96/pk Case of 12,,,,Greenies,,572487,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,362.42,N,1,0,N
*642863041334,B01A5TQ194,"GREENIES Treat Tub-Pak-Teenie Dog 27 Oz, Pack of 4",,,642863041334,Greenies,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,126.03,N,1,0,N
*642863041709,B00GY459CU,Jumbo Dog Dental Treat (Pack of 8),31.92,,04170,Ford,,572022,Pet Products,1.06,2.73,1.00,0.09,0,4.88,0.15,8,4,9,3,36.64,N,4,0,N
*642863041709,B0017NO42O,"Greenies Mini-Me Merchandiser, Jumbo",6.99,21176,21176,Greenies,,155907,Pet Products,1.06,0.50,1.00,0.00,0,2.56,0.15,1.7,0.3,5.5,0.2,6.99,Y,3,1,Y
*642863041723,B00JNRVEOM,Greenies Dog Treat Mini Me,,,14754,HORSELOVERZ,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,N/A,N,0,0,N
*642863041723,B00076HU6E,Greenies Dental Treats Regular Size,6.99,21178,21178,Greenies,,169328,Pet Products,1.06,0.96,1.00,0.01,0,3.03,0.15,3.2,0.9,6.7,0.15,4.19,N,5,0,Y
*642863041723,B00GHT7BHS,Greenies Dental Treats Regular Size,,,10108880,Greenies,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,N/A,N,0,0,N
*642863041723,B0055G1L3Y,Greenies Regular 1 Piece Individually Wrapped,1.99,,11113,Greenies,,506016,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,1.69,0.67,5.22,0,N/A,N,1,0,N
*642863041730,B00QFVSQOU,"Greenies Petite, Single",,,642863041730,Greenies,,687391,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,N/A,N,0,0,N
*642863041730,B001QJQMWE,Greenies Petite,2.92,10123609,10123609,Greenies,,224278,Pet Products,1.06,0.50,1.00,0.00,0,2.56,0.15,1.6,0.5,4.7,0.01,23.46,N,2,1,Y
*642863041730,B00GY45QSM,"Petite Dog Dental Treat, Pack of 25",24.75,,10108878,Ford,,673816,Pet Products,1.06,2.34,1.00,0.09,0,4.49,0.15,8,4,9,2,17.88,N,2,0,N
*642863044250,B01A5TGBZ8,"GREENIES Weight Management Treat-Pak-Regular Dog 12 Oz, Pack of 6",,,642863044250,Greenies,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,95.96,N,1,0,N
*642863044250,B000X98CMG,GREENIES Weight Management Dental Chews Regular Dog Treats - 12 oz. 12 Count,15.99,21234,21234,Greenies,,11184,Pet Products,1.06,1.95,1.00,0.02,0,4.03,0.15,5.5,2.2,6.1,0.85,11.38,Y,27,2,Y
*642863044250,B01A5THJWC,"GREENIES Weight Management Treat-Pak-Regular Dog 12 Oz, Pack of 9",,,642863044250,Greenies,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,133.44,N,1,0,N
*642863044250,B01A5THY18,"GREENIES Weight Management Treat-Pak-Regular Dog 12 Oz, Pack of 2",,,642863044250,Greenies,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,44.75,N,1,0,N
*642863044250,B01A5TF2IU,"GREENIES Weight Management Treat-Pak-Regular Dog 12 Oz, Pack of 4",,,642863044250,Greenies,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,70.75,N,1,0,N
*642863044250,B01A5TJC90,"GREENIES Weight Management Treat-Pak-Regular Dog 12 Oz, Pack of 3",,,642863044250,Greenies,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,59.14,N,1,0,N
*642863044250,B01A5TIYIU,"GREENIES Weight Management Treat-Pak-Regular Dog 12 Oz, Pack of 12",,,642863044250,Greenies,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,168.28,N,1,0,N
*642863044267,B01A5TIZ8Y,"GREENIES Weight Management Treat-Pak-Petite Dog 12 Oz, Pack of 12",,,642863044267,Greenies,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,175.61,N,2,0,N
*642863044267,B01A5TGCE8,"GREENIES Weight Management Treat-Pak-Petite Dog 12 Oz, Pack of 6",,,642863044267,Greenies,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,98.06,N,2,0,N
*642863044267,B000X9CX08,GREENIES Weight Management Dental Chews Petite Dog Treats - 12 oz. 20 Count,15.99,21235,21235,Greenies,,11997,Pet Products,1.06,1.95,1.00,0.04,0,4.05,0.15,7,2.1,8.6,1,11.12,Y,25,1,Y
*642863044267,B01A5THYRC,"GREENIES Weight Management Treat-Pak-Petite Dog 12 Oz, Pack of 2",,,642863044267,Greenies,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,46.43,N,2,0,N
*642863044267,B01BNN29A6,Greenies Lite Petite Dog Dental Chew 12oz 20ct,,,21235,Greenies,,51308,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,1,16.99,N,1,0,N
*642863044267,B01A5THKN0,"GREENIES Weight Management Treat-Pak-Petite Dog 12 Oz, Pack of 9",,,642863044267,Greenies,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,139.39,N,2,0,N
*642863044267,B01A5TF35M,"GREENIES Weight Management Treat-Pak-Petite Dog 12 Oz, Pack of 4",,,642863044267,Greenies,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,72.69,N,2,0,N
*642863044267,B01A5TJCWM,"GREENIES Weight Management Treat-Pak-Petite Dog 12 Oz, Pack of 3",,,642863044267,Greenies,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,60.31,N,2,0,N
*642863044274,B01A5TJDM6,"GREENIES Weight Management Treat-Pak-Teenie Dog 12 Oz, Pack of 3",,,642863044274,Greenies,,182154,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,58.35,N,2,0,N
*642863044274,B01BNN2L7M,Greenies Lite Teenie Dog Dental Chew 12oz 43ct,,,21236,Greenies,,127338,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,1,16.99,N,2,0,N
*642863044274,B01A5TGCV6,"GREENIES Weight Management Treat-Pak-Teenie Dog 12 Oz, Pack of 6",,,642863044274,Greenies,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,95.96,N,2,0,N
*642863044274,B000X9F2CO,GREENIES Weight Management Dental Chews TEENIE Dog Treats - 12 oz. 43 Count,15.99,21236,21236,Greenies,,1132,Pet Products,1.06,1.95,1.00,0.03,0,4.04,0.15,6.2,2.6,6.7,0.9,9.79,Y,25,2,Y
*642863044274,B01A5TF3SE,"GREENIES Weight Management Treat-Pak-Teenie Dog 12 Oz, Pack of 4",,,642863044274,Greenies,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,70.75,N,1,0,N
*642863044274,B01A5THZG2,"GREENIES Weight Management Treat-Pak-Teenie Dog 12 Oz, Pack of 2",,,642863044274,Greenies,,337241,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,44.75,N,2,0,N
*642863044274,B01A5THL98,"GREENIES Weight Management Treat-Pak-Teenie Dog 12 Oz, Pack of 9",,,642863044274,Greenies,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,133.44,N,1,0,N
*642863044274,B01A5TIZZC,"GREENIES Weight Management Treat-Pak-Teenie Dog 12 Oz, Pack of 12",,,642863044274,Greenies,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,168.28,N,2,0,N
*642863045394,B01A5TFAQY,3.2OZ SM Chick Pocket (Pack of 4),,,04539,Greenies,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,67.18,N,1,0,N
*642863045394,B014DBCNKG,"GREENIES Pill Pockets Treats for Dogs, Chicken, 30 Count",4.99,10085266,10085266,Greenies Pill Pockets®,,3117,Pantry,1.06,0.96,1.00,0.02,0,3.04,0.15,4.8,1.4,7.4,0.2,4.89,Y,1,0,N
